,session_id,has_booking,has_booking_pred
327,2201578517427379615,0,0
328,3933184621620791094,0,0
329,6104435882786898053,1,0
330,5954123117933761509,0,0
331,58275147935494373,0,0
332,4008403077555865081,0,0
333,5587736737051715303,0,0
334,6343737810445656031,0,0
335,659475878689540594,0,0
336,5031830303055956809,0,0
337,388001278057414203,0,0
338,6701264282359758297,0,0
339,6892731247333867580,1,0
340,1243848056890061257,0,0
341,1830175074104274555,0,0
342,5281776483686461073,1,0
343,8630158607352907583,0,0
344,2080935201422170869,0,0
345,6368750689702877385,0,0
346,7929653298667980891,0,0
347,6268182838340473558,0,0
348,6501015175783754321,0,0
349,3397499603268424641,1,0
350,8542996603838314951,0,0
351,111430016855120125,1,0
352,6804742585597649210,0,0
353,5575891929043221357,0,0
354,9082420177814797176,0,0
355,2283071920268777190,0,0
356,4260565854983053281,1,0
357,1397154906552547112,0,0
358,6240264403789122554,0,0
359,7261654582718040525,0,0
360,5502623459507305620,1,0
361,3398386309080699439,0,0
362,2055093664210946997,0,0
363,2783008455503513532,0,0
364,2043588467725027929,0,0
365,1475684894199539917,0,0
366,2795194047982626090,0,0
367,473056195756478598,0,0
368,2331266320105789803,0,0
369,4932987142515802043,0,0
370,2876340881061924175,0,0
371,3101289333369390650,0,0
372,4325346737514613980,1,0
373,4443087208880028264,0,0
374,4759294074541860382,0,0
375,4570399252661329918,0,0
376,2333227791532200043,0,0
377,573177345266131574,0,0
378,7652738685712608165,0,0
379,3999919710074211782,0,0
380,6542497124827934092,0,0
381,6228457584836383591,0,0
382,6205235192955047896,0,0
383,7788270851145189125,0,0
384,6930419271437927840,0,0
385,60564131662077576,0,0
386,492873696640017736,0,0
387,2999462040381397328,1,0
388,8838089217688807077,1,0
389,2781101857110403087,0,0
390,5296575510987587193,0,0
391,6189590102779049850,0,0
392,2733533777598896754,1,0
393,2001326643649352137,0,0
394,3912720216985320052,0,0
395,605121316333282295,0,0
396,1079893726245556959,0,0
397,7216574734262445002,1,0
398,4512749684719260495,0,0
399,8729013818549115726,0,0
400,709568507889537386,0,0
401,3503284975745411343,1,0
402,6184649933047185035,0,0
403,1276164019636735336,1,0
404,8929804433238754417,0,0
405,5564534809491925950,0,0
406,5031337831106829151,1,0
407,6777613182329619907,0,0
408,413617262431397464,0,0
409,24861121489981185,0,0
410,1977930020639510929,0,0
411,3915188728032429933,0,0
412,8094813397133573012,0,0
413,140940836956339146,0,0
414,196773856733333396,0,0
415,1094144361625050668,1,0
416,2908880287012141864,1,0
417,6752853081114435163,0,0
418,7690073305773546017,1,0
419,8021130172916242157,0,0
420,8007023464362303622,0,0
421,4757553765232201291,0,0
422,482422289819394670,1,0
423,3361102102139641190,0,0
424,3234980626734912938,0,0
425,2381671499097467745,1,0
426,8232677301894508725,1,0
427,3685211147859972384,0,0
428,842025390192478055,0,0
429,5198796169015699640,0,0
430,8043097271310793580,0,0
431,6112082026499865136,0,0
432,8864350834748295187,0,0
433,6674999849074042577,1,0
434,1276961167345215471,0,0
435,697228262575526150,0,0
436,1675755493582097223,0,0
437,6004260781096285190,0,0
438,3610371582586331267,0,0
439,5660378142031597492,0,0
440,9047008983623937000,0,0
441,1595581653539411187,0,0
442,8216986647048247933,0,0
443,7076248980102676726,0,0
444,3319430156822639291,0,0
445,7072825838220418384,0,0
446,8388076456580268536,0,0
447,8647361784778593932,0,0
448,361891210304441592,1,0
449,3329246777006217344,0,0
450,3649067580986841460,1,0
451,7180464676631532447,0,0
452,685985671990505050,1,0
453,4693913676475420742,0,0
454,6649458248157975340,0,0
455,5454754667276448895,0,0
456,7535496956984602688,0,0
457,11319349858791446,1,0
458,3579750392670849198,0,0
459,4909958195267595100,0,0
460,6933079491617210269,0,0
461,5724502696926997469,1,0
462,4703429308525996862,0,0
463,2724003838244187400,0,0
464,3112264114050782513,0,0
465,799692431485996698,0,0
466,3104842325864515005,0,0
467,870161267779180418,0,0
468,2011886357236886256,0,0
469,4898540233230866601,1,0
470,6413688968896538176,0,0
471,8013874388443686098,1,0
472,8045955956205431513,0,0
473,5814652117793309706,0,0
474,4334659627439165273,0,0
475,503494627183302797,1,0
476,1656812274456797594,0,0
477,2934539573609345452,0,0
478,4900950325461321838,0,0
479,6148099912164786939,0,0
480,8417883757012820746,1,0
481,1893599676092141406,0,0
482,6528420831101280899,0,0
483,538829763519065151,0,0
484,6768486752762057639,1,0
485,4983391223119445856,1,0
486,6202815852857035606,0,0
487,3389760169798690907,0,0
488,1390036736549445197,0,0
489,5165458563289554239,1,0
490,7578566550997171286,0,0
491,5962745932430709415,1,0
492,2433405155106790022,0,0
493,8029697652423366437,0,0
494,7747290749722266991,0,0
495,286613201452160514,0,0
496,5990810810201037411,0,0
497,6457327957265340986,0,0
498,178212794849534437,0,0
499,212860199731127013,0,0
500,2614414550656230119,0,0
501,2566493507587541247,0,0
502,8800607450876002063,0,0
503,3867516441898316448,0,0
504,3574504644914314607,0,0
505,5904924074860705151,0,0
506,1103462848328657956,1,0
507,6324540200122894316,1,0
508,4677222440628114046,0,0
509,878886148746249982,0,0
510,5382108678698618286,1,0
511,3509862417165459249,0,0
512,5849971346429678662,1,0
513,6480475373445257870,0,0
514,7408068131697510516,0,0
515,6583139301758083683,0,0
516,9053359880352343511,0,0
517,390347911246787712,0,0
518,1719991784977970932,0,0
519,8928178862409087674,0,0
520,2815910265617191475,0,0
521,2854045653317115641,0,0
522,8396203735447044801,0,0
523,4192900025284903202,0,0
524,4380570700783738208,1,0
525,1393570718594172497,0,0
526,4977207913017253858,0,0
527,7188835946866301326,0,0
528,3491141738845238329,0,0
529,4177008271711664666,0,0
530,7641892326106343866,0,0
531,1546960364314242880,0,0
532,7747588176203286508,1,0
533,179858860862626880,0,0
534,2708637209332599277,0,0
535,6252312101343807699,0,0
536,7247985496847949425,0,0
537,8250873350573903887,0,0
538,2784869100725066562,0,0
539,1267077682450917036,1,0
540,1219660445964965785,0,0
541,1293057109304219952,1,0
542,284873797215685609,0,0
543,7387809222134593294,0,0
544,640674582321644462,0,0
545,7565035808941240679,0,0
546,3335832806982262466,1,0
547,7836141791090791007,0,0
548,1384788585165086030,0,0
549,9120124076228512742,0,0
550,5373616473709423937,0,0
551,342304204018903903,0,0
552,6046682945003000236,0,0
553,271228706891698117,0,0
554,2592065762367338534,0,0
555,1228887857340084231,1,0
556,5007017770330226809,1,0
557,8390604196755413514,1,0
558,373023388968491788,0,0
559,5782341474080780768,1,0
560,7727240868873348081,0,0
561,4289306080648015085,0,0
562,7709999040954941141,0,0
563,1084175956804150999,0,0
564,6718171895578805165,0,0
565,3518387306982786471,1,0
566,3731064381708476132,0,0
567,451033561512507325,0,0
568,6322942081246398043,0,0
569,1301762164037692258,0,0
570,5830581538338613883,0,0
571,4043605520134107653,0,0
572,3711151797725374398,0,0
573,438380072407080861,1,0
574,1469965579788554249,0,0
575,1648244061984733178,0,0
576,8686723476096178160,0,0
577,1165703038540616627,0,0
578,2550887301437579101,1,0
579,1095671377997863236,0,0
580,2674113140715739594,0,0
581,8360379496592332784,1,0
582,8985420151569330530,0,0
583,1933635613487097947,0,0
584,8208248786471872881,0,0
585,5959484270013800570,1,0
586,2998647426222008787,0,0
587,2636859716251178169,0,0
588,8618732262326040078,1,0
589,3950713725577527663,1,0
590,7942920449521670404,0,0
591,579526439993436980,0,0
592,6965447940320128961,0,0
593,6927350726657461234,1,0
594,3601113772060844219,1,0
595,4695355129657056115,0,0
596,1575144242546141884,0,0
597,4442359728281174863,1,0
598,3623494455603724032,1,0
599,5799348102390670243,0,0
600,8395985782739423337,0,0
601,7792468110139505655,0,0
602,3443117438665217243,0,0
603,837430024950282001,0,0
604,6710773254787748862,0,0
605,7112332192795479259,0,0
606,2492695697402171260,0,0
607,1537503878096024360,1,0
608,4042710816657741350,0,0
609,5906942481253588620,0,0
610,3109890550978042000,0,0
611,2040139320409807365,0,0
612,7004448552430251641,0,0
613,1231826644948360967,0,0
614,2926537624012604207,0,0
615,4160562724626084562,0,0
616,3214833657083433358,0,0
617,3965699113960012433,1,0
618,6362033871795464238,0,0
619,507022859531738712,0,0
620,4099428291116767144,1,0
621,2333433412688405465,0,0
622,4835732315994590743,0,0
623,8174701961443334275,0,0
624,907423754999414715,0,0
625,5100443707313546428,0,0
626,6216677069952240231,0,0
627,2055940693614923618,0,0
628,4064790067177032889,1,0
629,6613080305747242179,0,0
630,2536852197019758696,0,0
631,4942980470709208054,0,0
632,7433989854055716073,1,0
633,6012896551862591757,0,0
634,2754176183346531884,0,0
635,7786535177885161407,0,0
636,161082246523517975,0,0
637,7036039001562775991,0,0
638,8156519006903737438,0,0
639,388361107127957252,0,0
640,830209559575094909,0,0
641,1652815071244895895,1,0
642,7105880917116966866,0,0
643,8938132282080314295,0,0
644,638418518284715346,0,0
645,5137175505987635317,0,0
646,8976477471498893920,0,0
647,475280008244612195,1,0
648,7458234742195299644,0,0
649,8776817202063313185,0,0
650,1005925396835448344,0,0
651,78004527375197763,0,0
652,5138954893829456283,0,0
653,1465619703086844536,0,0
654,1296505504147513865,1,0
655,6977266180050826335,0,0
656,1830644299845003165,0,0
657,2798294428218940582,0,0
658,7017580197698329075,0,0
659,3421866806481835987,0,0
660,3138978379713459083,0,0
661,1902423380894316401,0,0
662,929008266528738345,0,0
663,7322657637259330443,0,0
664,5351163875405873782,1,0
665,8743767187145570016,1,0
666,3180530732030292679,0,0
667,6644650324204296267,0,0
668,4083562881339158751,0,0
669,6951704796671604143,0,0
670,4776311923410628685,0,0
671,8552445462539980792,0,0
672,25718711486554697,1,0
673,1222222835288530781,0,0
674,8387080111093270095,1,0
675,3083875520197502065,1,0
676,6315672752798066880,0,0
677,2443164036292277886,0,0
678,8127927735078270312,0,0
679,8865820629088940753,1,0
680,3479441891098036302,1,0
681,1863546637309833783,1,0
682,1927560797744254631,0,0
683,7349372629686165798,0,0
684,2654821488400018700,0,0
685,6375652331394923373,0,0
686,1113433340794767884,1,0
687,7046289419942155823,0,0
688,8109256130254785007,0,0
689,5862561228009502356,0,0
690,3366048856695660301,0,0
691,3366973758433287713,0,0
692,5292060268786801975,1,0
693,1369419768560488029,1,0
694,4556192481797353891,1,0
695,7431773244697675607,1,0
696,6561705786812716489,0,0
697,5878106683227649541,0,0
698,1318835744009878454,0,0
699,5126822519902331924,1,0
700,7421297971305587891,1,0
701,8451055737450066476,0,0
702,1125260905616869939,0,0
703,1980160485435468235,1,0
704,5295353232872707112,0,0
705,8266436000206077409,0,0
706,2745303570411039750,0,0
707,7645232342423991031,0,0
708,2424873311123661424,0,0
709,6595206262800666768,1,0
710,7418215408310199396,0,0
711,4499068922183569053,1,0
712,4876036400342435306,0,0
713,5433551298883866007,0,0
714,2277356847156229028,0,0
715,1178742963787086154,0,0
716,1978430014994921943,1,0
717,5726692387619013601,0,0
718,1935612235812069038,0,0
719,7412099400965612001,0,0
720,3392196666971394658,0,0
721,197967501717081024,0,0
722,1358306977459528616,0,0
723,1231577249671987108,0,0
724,2260529800346752494,0,0
725,3734328928945057483,0,0
726,3999585768377433125,0,0
727,4684390448608695168,0,0
728,6250385731914355410,0,0
729,7791860710272849840,0,0
730,1824992896046100670,0,0
731,7728693522712749020,1,0
732,8019686917161057333,0,0
733,3997274560909838664,0,0
734,8986386219762249672,0,0
735,3059027660210087321,0,0
736,6846394230835495117,0,0
737,8338897107940318186,1,0
738,9070568667185242242,0,0
739,2310625898113382086,1,0
740,5717881221597682015,0,0
741,3925966051023595893,0,0
742,3460176123894334773,0,0
743,5447947677471055714,0,0
744,7981991698118079853,0,0
745,1080921154279512200,0,0
746,6698228316888359970,0,0
747,8988486705659863393,0,0
748,2344193071441211527,0,0
749,6633581870063754982,0,0
750,1730941484138771339,0,0
751,7078184010042197798,0,0
752,4278583990531290495,0,0
753,1292038529168030377,0,0
754,8415650063950755239,0,0
755,8454690997943628250,1,0
756,1860292046550477405,0,0
757,8346391738388984208,1,0
758,6509907148503630066,0,0
759,1827487618861129512,0,0
760,3299678297575584642,0,0
761,7666305721572018208,0,0
762,4893329616300249748,0,0
763,3685919954204764280,1,0
764,9096346372651368184,0,0
765,5621883349450136585,0,0
766,4201958075315956843,0,0
767,609594353658358315,0,0
768,654122266133820758,0,0
769,6177073338914491918,0,0
770,7426107533288346064,0,0
771,8457568187265765999,0,0
772,8745164166340959999,0,0
773,8760501506076796329,0,0
774,202715918507167830,0,0
775,4426526827199800070,0,0
776,7675338283342139426,0,0
777,1107943299262834401,0,0
778,1285562345990230787,0,0
779,4747540833693373077,0,0
780,3178340948449565046,0,0
781,8174273009879769153,0,0
782,6224730500402749776,0,0
783,6571500304747215164,0,0
784,452016427848403048,0,0
785,7479344355710867311,1,0
786,6171058077727466469,0,0
787,7570212217595356844,0,0
788,3935164231994103797,1,0
789,1731374471104871719,1,0
790,249393396145960675,0,0
791,5430849133166201049,0,0
792,9190921724029546839,0,0
793,7997694152292377631,0,0
794,3952508921617347227,0,0
795,236953233509311927,0,0
796,1668451383847886310,0,0
797,3824620042443140999,0,0
798,2071639242829987319,0,0
799,3823415797933506353,0,0
800,4758926001437371372,0,0
801,2978731963876093339,0,0
802,1536559777008660959,0,0
803,1726581854866752345,0,0
804,4566615652145334113,0,0
805,709348860607672622,1,0
806,3013133200316842748,1,0
807,5155364664288288181,0,0
808,6302562977290688172,0,0
809,2136044027899831189,0,0
810,4459746019693964688,0,0
811,6791158425706324532,0,0
812,7162930036836074693,0,0
813,4591994283448815256,0,0
814,6198362681578449057,0,0
815,627211258341048899,0,0
816,2708960425882155272,0,0
817,6961219643976616468,0,0
818,1118940620498122379,0,0
819,5914237774303745677,1,0
820,6202945832983712964,1,0
821,1421628960818509112,0,0
822,7956956748409043084,1,0
823,3170621727052386187,0,0
824,830692261516692769,0,0
825,7013169495942285876,0,0
826,8862665421925181057,1,0
827,914001867060371553,1,0
828,4861704092130576605,0,0
829,2820575752412246769,0,0
830,536295937734758324,0,0
831,5705290335339198488,0,0
832,7345884000676930176,0,0
833,7864858352932144550,0,0
834,8544601889928105684,0,0
835,1145762212855077979,0,0
836,2287217988397179930,0,0
837,4846601840475557593,1,0
838,2779358048233153591,0,0
839,8951036519965616635,1,0
840,3150586411120289975,0,0
841,7728509996248136419,1,0
842,2949633905489699600,1,0
843,6892373254870650701,0,0
844,2324666002777961103,0,0
845,3781410495741708493,1,0
846,4771914371377210480,1,0
847,1679917962568341404,1,0
848,1062233141247278013,0,0
849,2229105446906814693,0,0
850,6966773281316696935,0,0
851,4858817812132775911,1,0
852,2628814929172236177,0,0
853,6457916275116263047,0,0
854,3959346649238308453,0,0
855,8105338533030284314,0,0
856,6915726825523099621,0,0
857,380240809461735500,0,0
858,4196775271791602489,0,0
859,3632492369494071142,0,0
860,5428240544437282220,1,0
861,3486895403332114593,0,0
862,107852145591637706,0,0
863,6300223666511411868,0,0
864,6714922104729132242,0,0
865,9219633656750468755,0,0
866,2068657561736158870,0,0
867,4446771320496546689,0,0
868,5152735960977716745,1,0
869,5352403974196810170,0,0
870,9200288401547932358,0,0
871,2748930357492919055,0,0
872,6225691668373374924,0,0
873,8948448486278183509,0,0
874,4661566420437466327,1,0
875,7868793550064524728,0,0
876,8792997994064980278,0,0
877,381544880910868455,1,0
878,6871350297532987020,0,0
879,2490011803197519887,0,0
880,7845752766547106062,0,0
881,2323252948639573547,0,0
882,7270127393885399603,0,0
883,3883859467077064924,0,0
884,2073021243182475510,0,0
885,4709964333005842781,0,0
886,7675378553883284691,0,0
887,6982162524065911854,0,0
888,4972529842942034215,1,0
889,1108256075263968464,0,0
890,9014210550472007281,0,0
891,4183545229018819119,0,0
892,5086940904061216897,1,0
893,6699976298226614835,0,0
894,9017218205123340025,0,0
895,6764719387382245146,0,0
896,9097543481593131776,0,0
897,2133632626369804995,0,0
898,3140972383327142929,1,0
899,4223060531174084520,0,0
900,4993994330366658569,1,0
901,5804523811241828856,1,0
902,6372867030330789619,0,0
903,7980460035901466630,0,0
904,960292313001411101,0,0
905,5101113590761666484,1,0
906,3182066736690717999,0,0
907,8114394547044042023,1,0
908,3334394503166706646,0,0
909,5751232470685336517,1,0
910,643793694082027840,1,0
911,7572955985308874278,0,0
912,4630546613250268697,0,0
913,4447926772941280097,1,0
914,5686578870185844308,0,0
915,7752742767778646725,0,0
916,7187504471465417662,0,0
917,3222508904232803350,0,0
918,2603574834242771369,0,0
919,3797501803467823196,0,0
920,1030112835339116739,0,0
921,8594018919548029512,0,0
922,3437998049377000414,1,0
923,7241862699021534300,0,0
924,5505946227804057332,1,0
925,5369820872845615663,1,0
926,6195469744491254868,1,0
927,1558116317235375419,0,0
928,5955361943250889620,0,0
929,3966307204080378131,0,0
930,1876157466950620628,0,0
931,6053057712053677539,0,0
932,7903524843394009295,0,0
933,2541004509221508946,0,0
934,5463658115465313401,0,0
935,7368938609939775402,0,0
936,2214111625092633422,0,0
937,3387237085517382664,0,0
938,4329764479915520603,0,0
939,7751671870552888794,1,0
940,2646437153222542005,0,0
941,2736205509974469156,1,0
942,5809366999967639323,0,0
943,2133079796685248699,0,0
944,4659707770970409010,0,0
945,8819289358758778629,0,0
946,8441395247269079477,0,0
947,4430370737405294173,0,0
948,6990462887803089726,0,0
949,724651266834552929,0,0
950,1650400428771042206,0,0
951,6595574529216639558,0,0
952,7055873743278911025,0,0
953,1723524287335802832,1,0
954,2160776050610456539,0,0
955,2389908373170133444,1,0
956,5177678190030762128,0,0
957,1012601055572906307,1,0
958,6915108789091154987,0,0
959,1280936281400515985,1,0
960,1247232279698785893,0,0
961,6258709669912956227,1,0
962,7940705822626672659,0,0
963,622973922574831880,0,0
964,1943762235808167164,0,0
965,802636692039264375,0,0
966,4478781196892427488,1,0
967,6682871725734375362,0,0
968,875478826413433409,0,0
969,101711563558244138,0,0
970,3413397158563668189,0,0
971,3054937481853840299,0,0
972,6956160395009237154,1,0
973,3281611482938347641,0,0
974,3845623050676906126,0,0
975,424656589263220788,1,0
976,6194012242986819144,0,0
977,6234966252947847683,0,0
978,6235607262895749766,1,0
979,6940292886994674575,1,0
980,8406086137202553617,0,0
981,4002242623302324144,0,0
982,8185836717070807241,0,0
983,5014513742317247345,0,0
984,4949238027043904717,0,0
985,5850039488399147928,0,0
986,7257094338742181835,0,0
987,7661140060982333883,0,0
988,8194607218425682657,0,0
989,3872535088283656065,1,0
990,175037566778487870,0,0
991,847613337705500668,0,0
992,3695590740834258299,1,0
993,2949961396873926240,0,0
994,6579439411773094372,0,0
995,1460458363202866885,1,0
996,9166979466341668982,0,0
997,250262004740409077,0,0
998,4596171235395360844,0,0
999,90722773043889994,0,0
1000,3862111769786416302,0,0
1001,6782394305775369395,0,0
1002,4861023173210926439,0,0
1003,5616037148657448128,0,0
1004,6678706165610662807,0,0
